Facility RPA,Site Name,Facility WPA,Waste Code,Fate,Tonnes Received,R and D code,Compliance Status
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 06*,Transfer (D),0.2,D15,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 08*,Transfer (D),0.01,D15,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 06*,Recovery,2.0,R13,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 08*,Recovery,0.04,R13,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 06*,Transfer (D),0.03,D15,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 06*,Treatment,1.98,D09,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 07,Recovery,0.06,R13,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 06*,Transfer (D),0.02,D15,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 08*,Transfer (D),0.02,D15,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 06*,Transfer (D),0.02,D15,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 08*,Transfer (D),0.01,D15,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 07,Transfer (D),0.04,D15,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 06*,Transfer (D),0.03,D15,COMPLIANT
South West,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,Bristol City,18 01 08*,Transfer (D),0.04,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.1068,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),2.9982,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.7456,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,13.0598,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.335,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,5.7156,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 06*,Transfer (D),5.623,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),14.4264,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),255.5801,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),1.4554,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 01,Transfer (D),0.111,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),11.3586,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,39.4466,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,0.4612,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,29.0798,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,12.3516,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.2646,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),8.4278,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.308,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),15.9584,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,19.2936,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Incineration,0.2492,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,8.659,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,0.7172,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.045,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.539804,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.015,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,36.114634,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),4.246871,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),184.868595,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),5.916,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),202.464367,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,411.954782,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.164984,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.111914,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.456423,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.08,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.94019,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,2.476761,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.108,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.012,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),2.156,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.157,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.0032,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.027853,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.012753,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.00225,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),3.545992,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.01,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),6.7252,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,2.605986,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,88.2359,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),31.0537,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),6.1496,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.8718,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.3148,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),3.421,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.2052,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,22.8136,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,0.005,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.054,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 01,Incineration,0.14,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.031,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,0.4496,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,86.5112,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Incineration,0.4768,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,12.1664,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.153,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),9.3118,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.3706,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),2.8832,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.925,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.375,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.046,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.075,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.078599,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,0.081,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,1.064,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.015238,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.065954,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,8.211754,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.502206,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),9.42304,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),1.655,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 01,Transfer (D),0.070197,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),10.043822,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,18.970259,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,4.379526,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.440156,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),17.454101,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.7476,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),24.946538,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,14.760476,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,3.336722,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.30335,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),8.686448,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.745,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),12.154876,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,12.372108,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,7.575795,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.70498,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),9.578643,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),1.66,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),8.22798,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,19.24942,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.002462,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.659455,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.655383,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.308643,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,4.962232,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.327238,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),12.014968,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.8,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),22.217865,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,20.301435,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,2.625969,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.066041,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),7.861824,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.58,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),6.433131,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,9.344274,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.242854,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.007,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.016107,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.273873,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.0037,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.0192,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.058326,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.02771,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.022115,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,18.659881,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),1.2444,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),130.91335,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 02,Transfer (D),0.1454,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),4.3424,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 01,Transfer (D),0.1356,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,206.048573,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.199757,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.062559,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.01472,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.173518,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.166436,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.04928,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.002182,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.007,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 06*,Transfer (D),0.053,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.15651,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.2672,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,1.682779,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.029068,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.0133,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.034493,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.1572,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.234202,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.069345,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),8.92784,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.235,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),9.808267,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,6.71501,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.0152,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.097699,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.350751,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.4546,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),2.8816,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,2.8248,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.003162,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.000921,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.039,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,1.0346,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 06*,Transfer (D),1.768,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),1.6024,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),81.7905,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 02,Transfer (D),0.429,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.1684,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),119.7548,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,33.4325,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.7562,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Incineration,0.0422,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.165303,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.039584,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.272,D15,COMPLIANT
